"","iso_code","location","date","total_cases","new_cases","total_deaths","new_deaths","total_tests","new_tests","positive_rate","tests_per_case","total_vaccinations","new_vaccinations","people_vaccinated","people_vaccinated_per_hundred","people_fully_vaccinated","people_fully_vaccinated_per_hundred"
"1","CHL","Chile",2020-02-23,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","CHL","Chile",2020-02-24,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","CHL","Chile",2020-02-25,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","CHL","Chile",2020-02-26,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","CHL","Chile",2020-02-27,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","CHL","Chile",2020-02-28,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","CHL","Chile",2020-02-29,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","CHL","Chile",2020-03-01,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","CHL","Chile",2020-03-02,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","CHL","Chile",2020-03-03,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","CHL","Chile",2020-03-04,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","CHL","Chile",2020-03-05,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","CHL","Chile",2020-03-06,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","CHL","Chile",2020-03-07,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","CHL","Chile",2020-03-08,20,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","CHL","Chile",2020-03-09,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","CHL","Chile",2020-03-10,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","CHL","Chile",2020-03-11,35,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","CHL","Chile",2020-03-12,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","CHL","Chile",2020-03-13,55,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","CHL","Chile",2020-03-14,88,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","CHL","Chile",2020-03-15,101,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","CHL","Chile",2020-03-16,182,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","CHL","Chile",2020-03-17,228,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","CHL","Chile",2020-03-18,265,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","CHL","Chile",2020-03-19,265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","CHL","Chile",2020-03-20,461,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","CHL","Chile",2020-03-21,592,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","CHL","Chile",2020-03-22,687,95,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","CHL","Chile",2020-03-23,801,114,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","CHL","Chile",2020-03-24,977,176,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","CHL","Chile",2020-03-25,1197,220,3,1,3290,3290,NA,NA,NA,NA,NA,NA,NA,NA
"33","CHL","Chile",2020-03-26,1361,164,4,1,8176,4886,NA,NA,NA,NA,NA,NA,NA,NA
"34","CHL","Chile",2020-03-27,1665,304,5,1,15563,7387,NA,NA,NA,NA,NA,NA,NA,NA
"35","CHL","Chile",2020-03-28,2015,350,6,1,19097,3534,NA,NA,NA,NA,NA,NA,NA,NA
"36","CHL","Chile",2020-03-29,2245,230,7,1,20874,1777,NA,NA,NA,NA,NA,NA,NA,NA
"37","CHL","Chile",2020-03-30,2555,310,8,1,24554,3680,NA,NA,NA,NA,NA,NA,NA,NA
"38","CHL","Chile",2020-03-31,2844,289,12,4,27600,3046,NA,NA,NA,NA,NA,NA,NA,NA
"39","CHL","Chile",2020-04-01,3137,293,16,4,30498,2898,0.071,14,NA,NA,NA,NA,NA,NA
"40","CHL","Chile",2020-04-02,3510,373,18,2,33183,2685,0.086,11.6,NA,NA,NA,NA,NA,NA
"41","CHL","Chile",2020-04-03,3843,333,22,4,36588,3405,0.104,9.7,NA,NA,NA,NA,NA,NA
"42","CHL","Chile",2020-04-04,4355,512,27,5,41071,4483,0.106,9.4,NA,NA,NA,NA,NA,NA
"43","CHL","Chile",2020-04-05,4665,310,34,7,44414,3343,0.103,9.7,NA,NA,NA,NA,NA,NA
"44","CHL","Chile",2020-04-06,5009,344,37,3,47322,2908,0.108,9.3,NA,NA,NA,NA,NA,NA
"45","CHL","Chile",2020-04-07,5310,301,43,6,49580,2258,0.112,8.9,NA,NA,NA,NA,NA,NA
"46","CHL","Chile",2020-04-08,5740,430,48,5,52849,3269,0.116,8.6,NA,NA,NA,NA,NA,NA
"47","CHL","Chile",2020-04-09,6166,426,57,9,60811,7962,0.096,10.4,NA,NA,NA,NA,NA,NA
"48","CHL","Chile",2020-04-10,6695,529,65,8,65255,4444,0.099,10.1,NA,NA,NA,NA,NA,NA
"49","CHL","Chile",2020-04-11,7366,671,73,8,68832,3577,0.108,9.2,NA,NA,NA,NA,NA,NA
"50","CHL","Chile",2020-04-12,7652,286,80,7,74729,5897,0.099,10.1,NA,NA,NA,NA,NA,NA
"51","CHL","Chile",2020-04-13,7964,312,82,2,77493,2764,0.098,10.2,NA,NA,NA,NA,NA,NA
"52","CHL","Chile",2020-04-14,8356,392,92,10,80252,2759,0.099,10.1,NA,NA,NA,NA,NA,NA
"53","CHL","Chile",2020-04-15,8712,356,94,2,84331,4079,0.094,10.6,NA,NA,NA,NA,NA,NA
"54","CHL","Chile",2020-04-16,9246,534,105,11,90882,6551,0.102,9.8,NA,NA,NA,NA,NA,NA
"55","CHL","Chile",2020-04-17,9691,445,116,11,96331,5449,0.096,10.4,NA,NA,NA,NA,NA,NA
"56","CHL","Chile",2020-04-18,10598,907,126,10,101349,5018,0.099,10.1,NA,NA,NA,NA,NA,NA
"57","CHL","Chile",2020-04-19,10956,358,133,7,106107,4758,0.105,9.5,NA,NA,NA,NA,NA,NA
"58","CHL","Chile",2020-04-20,11375,419,139,6,111285,5178,0.101,9.9,NA,NA,NA,NA,NA,NA
"59","CHL","Chile",2020-04-21,11700,325,147,8,114815,3530,0.097,10.3,NA,NA,NA,NA,NA,NA
"60","CHL","Chile",2020-04-22,12164,464,160,13,121180,6365,0.094,10.7,NA,NA,NA,NA,NA,NA
"61","CHL","Chile",2020-04-23,12680,516,168,8,127605,6425,0.094,10.7,NA,NA,NA,NA,NA,NA
"62","CHL","Chile",2020-04-24,13174,494,174,6,134725,7120,0.091,11,NA,NA,NA,NA,NA,NA
"63","CHL","Chile",2020-04-25,14537,1363,181,7,141670,6945,0.098,10.2,NA,NA,NA,NA,NA,NA
"64","CHL","Chile",2020-04-26,15010,473,189,8,148433,6763,0.096,10.4,NA,NA,NA,NA,NA,NA
"65","CHL","Chile",2020-04-27,15492,482,198,9,153693,5260,0.097,10.3,NA,NA,NA,NA,NA,NA
"66","CHL","Chile",2020-04-28,16044,552,207,9,158623,4930,0.099,10.1,NA,NA,NA,NA,NA,NA
"67","CHL","Chile",2020-04-29,16564,520,216,9,165077,6454,0.1,10,NA,NA,NA,NA,NA,NA
"68","CHL","Chile",2020-04-30,17702,1138,227,11,172975,7898,0.111,9,NA,NA,NA,NA,NA,NA
"69","CHL","Chile",2020-05-01,18687,985,234,7,181891,8916,0.117,8.6,NA,NA,NA,NA,NA,NA
"70","CHL","Chile",2020-05-02,21213,2526,247,13,191858,9967,0.133,7.5,NA,NA,NA,NA,NA,NA
"71","CHL","Chile",2020-05-03,22441,1228,260,13,198676,6818,0.148,6.8,NA,NA,NA,NA,NA,NA
"72","CHL","Chile",2020-05-04,23421,980,270,10,206589,7913,0.15,6.7,NA,NA,NA,NA,NA,NA
"73","CHL","Chile",2020-05-05,24794,1373,275,5,214553,7964,0.156,6.4,NA,NA,NA,NA,NA,NA
"74","CHL","Chile",2020-05-06,25826,1032,281,6,224566,10013,0.156,6.4,NA,NA,NA,NA,NA,NA
"75","CHL","Chile",2020-05-07,27359,1533,285,4,236684,12118,0.152,6.6,NA,NA,NA,NA,NA,NA
"76","CHL","Chile",2020-05-08,28750,1391,294,9,248419,11735,0.151,6.6,NA,NA,NA,NA,NA,NA
"77","CHL","Chile",2020-05-09,32208,3458,304,10,260362,11943,0.161,6.2,NA,NA,NA,NA,NA,NA
"78","CHL","Chile",2020-05-10,33855,1647,312,8,273142,12780,0.153,6.5,NA,NA,NA,NA,NA,NA
"79","CHL","Chile",2020-05-11,35052,1197,323,11,286515,13373,0.146,6.9,NA,NA,NA,NA,NA,NA
"80","CHL","Chile",2020-05-12,36710,1658,335,12,295798,9283,0.147,6.8,NA,NA,NA,NA,NA,NA
"81","CHL","Chile",2020-05-13,39370,2660,346,11,306208,10410,0.166,6,NA,NA,NA,NA,NA,NA
"82","CHL","Chile",2020-05-14,42029,2659,368,22,317710,11502,0.181,5.5,NA,NA,NA,NA,NA,NA
"83","CHL","Chile",2020-05-15,44531,2502,394,26,333805,16095,0.185,5.4,NA,NA,NA,NA,NA,NA
"84","CHL","Chile",2020-05-16,50016,5485,421,27,342618,8813,0.216,4.6,NA,NA,NA,NA,NA,NA
"85","CHL","Chile",2020-05-17,52369,2353,450,29,355789,13171,0.224,4.5,NA,NA,NA,NA,NA,NA
"86","CHL","Chile",2020-05-18,54647,2278,478,28,373304,17515,0.226,4.4,NA,NA,NA,NA,NA,NA
"87","CHL","Chile",2020-05-19,58167,3520,509,31,389493,16189,0.229,4.4,NA,NA,NA,NA,NA,NA
"88","CHL","Chile",2020-05-20,62205,4038,544,35,401962,12469,0.238,4.2,NA,NA,NA,NA,NA,NA
"89","CHL","Chile",2020-05-21,66169,3964,589,45,418296,16334,0.24,4.2,NA,NA,NA,NA,NA,NA
"90","CHL","Chile",2020-05-22,70445,4276,630,41,434386,16090,0.258,3.9,NA,NA,NA,NA,NA,NA
"91","CHL","Chile",2020-05-23,80287,9842,673,43,449625,15239,0.283,3.5,NA,NA,NA,NA,NA,NA
"92","CHL","Chile",2020-05-24,83996,3709,718,45,464051,14426,0.292,3.4,NA,NA,NA,NA,NA,NA
"93","CHL","Chile",2020-05-25,88891,4895,761,43,480334,16283,0.32,3.1,NA,NA,NA,NA,NA,NA
"94","CHL","Chile",2020-05-26,92855,3964,806,45,493418,13084,0.334,3,NA,NA,NA,NA,NA,NA
"95","CHL","Chile",2020-05-27,97183,4328,841,35,506816,13398,0.334,3,NA,NA,NA,NA,NA,NA
"96","CHL","Chile",2020-05-28,101837,4654,890,49,522466,15650,0.342,2.9,NA,NA,NA,NA,NA,NA
"97","CHL","Chile",2020-05-29,105532,3695,944,54,538799,16333,0.336,3,NA,NA,NA,NA,NA,NA
"98","CHL","Chile",2020-05-30,118720,13188,997,53,555613,16814,0.363,2.8,NA,NA,NA,NA,NA,NA
"99","CHL","Chile",2020-05-31,123550,4830,1054,57,574733,19120,0.357,2.8,NA,NA,NA,NA,NA,NA
"100","CHL","Chile",2020-06-01,129020,5470,1113,59,591623,16890,0.361,2.8,NA,NA,NA,NA,NA,NA
"101","CHL","Chile",2020-06-02,132548,3528,1188,75,605065,13442,0.356,2.8,NA,NA,NA,NA,NA,NA
"102","CHL","Chile",2020-06-03,137490,4942,1275,87,620611,15546,0.354,2.8,NA,NA,NA,NA,NA,NA
"103","CHL","Chile",2020-06-04,142154,4664,1356,81,638751,18140,0.347,2.9,NA,NA,NA,NA,NA,NA
"104","CHL","Chile",2020-06-05,146361,4207,1448,92,660531,21780,0.335,3,NA,NA,NA,NA,NA,NA
"105","CHL","Chile",2020-06-06,160351,13990,1541,93,679485,18954,0.336,3,NA,NA,NA,NA,NA,NA
"106","CHL","Chile",2020-06-07,166756,6405,1637,96,700750,21265,0.343,2.9,NA,NA,NA,NA,NA,NA
"107","CHL","Chile",2020-06-08,171452,4696,2264,627,720790,20040,0.329,3,NA,NA,NA,NA,NA,NA
"108","CHL","Chile",2020-06-09,175365,3913,2283,19,738567,17777,0.321,3.1,NA,NA,NA,NA,NA,NA
"109","CHL","Chile",2020-06-10,181062,5697,2475,192,753044,14477,0.329,3,NA,NA,NA,NA,NA,NA
"110","CHL","Chile",2020-06-11,186698,5636,2648,173,773020,19976,0.332,3,NA,NA,NA,NA,NA,NA
"111","CHL","Chile",2020-06-12,193452,6754,2870,222,791753,18733,0.359,2.8,NA,NA,NA,NA,NA,NA
"112","CHL","Chile",2020-06-13,201634,8182,3101,231,811976,20223,0.312,3.2,NA,NA,NA,NA,NA,NA
"113","CHL","Chile",2020-06-14,208572,6938,3323,222,832127,20151,0.318,3.1,NA,NA,NA,NA,NA,NA
"114","CHL","Chile",2020-06-15,213715,5143,3362,39,850935,18808,0.325,3.1,NA,NA,NA,NA,NA,NA
"115","CHL","Chile",2020-06-16,218728,5013,3383,21,865510,14575,0.342,2.9,NA,NA,NA,NA,NA,NA
"116","CHL","Chile",2020-06-17,220628,1900,3615,232,878146,12636,0.316,3.2,NA,NA,NA,NA,NA,NA
"117","CHL","Chile",2020-06-18,225103,4475,3841,226,895143,16997,0.314,3.2,NA,NA,NA,NA,NA,NA
"118","CHL","Chile",2020-06-19,231393,6290,4093,252,915490,20347,0.307,3.3,NA,NA,NA,NA,NA,NA
"119","CHL","Chile",2020-06-20,236748,5355,4295,202,935570,20080,0.284,3.5,NA,NA,NA,NA,NA,NA
"120","CHL","Chile",2020-06-21,242355,5607,4479,184,955685,20115,0.273,3.7,NA,NA,NA,NA,NA,NA
"121","CHL","Chile",2020-06-22,246963,4608,4502,23,974330,18645,0.269,3.7,NA,NA,NA,NA,NA,NA
"122","CHL","Chile",2020-06-23,250767,3804,4505,3,987037,12707,0.264,3.8,NA,NA,NA,NA,NA,NA
"123","CHL","Chile",2020-06-24,254416,3649,4731,226,999612,12575,0.278,3.6,NA,NA,NA,NA,NA,NA
"124","CHL","Chile",2020-06-25,259064,4648,4903,172,1017058,17446,0.279,3.6,NA,NA,NA,NA,NA,NA
"125","CHL","Chile",2020-06-26,263360,4296,5068,165,1035307,18249,0.267,3.7,NA,NA,NA,NA,NA,NA
"126","CHL","Chile",2020-06-27,267766,4406,5347,279,1053251,17944,0.264,3.8,NA,NA,NA,NA,NA,NA
"127","CHL","Chile",2020-06-28,271982,4216,5509,162,1071621,18370,0.256,3.9,NA,NA,NA,NA,NA,NA
"128","CHL","Chile",2020-06-29,275999,4017,5575,66,1088420,16799,0.254,3.9,NA,NA,NA,NA,NA,NA
"129","CHL","Chile",2020-06-30,279393,3394,5688,113,1101769,13349,0.25,4,NA,NA,NA,NA,NA,NA
"130","CHL","Chile",2020-07-01,282043,2650,5753,65,1112154,10385,0.245,4.1,NA,NA,NA,NA,NA,NA
"131","CHL","Chile",2020-07-02,284541,2498,5920,167,1122985,10831,0.241,4.2,NA,NA,NA,NA,NA,NA
"132","CHL","Chile",2020-07-03,288089,3548,6051,131,1138570,15585,0.239,4.2,NA,NA,NA,NA,NA,NA
"133","CHL","Chile",2020-07-04,291847,3758,6192,141,1155857,17287,0.235,4.3,NA,NA,NA,NA,NA,NA
"134","CHL","Chile",2020-07-05,295532,3685,6308,116,1173861,18004,0.23,4.3,NA,NA,NA,NA,NA,NA
"135","CHL","Chile",2020-07-06,298557,3025,6384,76,1190238,16377,0.222,4.5,NA,NA,NA,NA,NA,NA
"136","CHL","Chile",2020-07-07,301019,2462,6434,50,1202303,12065,0.215,4.6,NA,NA,NA,NA,NA,NA
"137","CHL","Chile",2020-07-08,303083,2064,6573,139,1212767,10464,0.209,4.8,NA,NA,NA,NA,NA,NA
"138","CHL","Chile",2020-07-09,306216,3133,6682,109,1229609,16842,0.203,4.9,NA,NA,NA,NA,NA,NA
"139","CHL","Chile",2020-07-10,309274,3058,6781,99,1247336,17727,0.195,5.1,NA,NA,NA,NA,NA,NA
"140","CHL","Chile",2020-07-11,312029,2755,6881,100,1265604,18268,0.184,5.4,NA,NA,NA,NA,NA,NA
"141","CHL","Chile",2020-07-12,315041,3012,6979,98,1284775,19171,0.176,5.7,NA,NA,NA,NA,NA,NA
"142","CHL","Chile",2020-07-13,317657,2616,7024,45,1302242,17467,0.171,5.9,NA,NA,NA,NA,NA,NA
"143","CHL","Chile",2020-07-14,319493,1836,7069,45,1314480,12238,0.165,6.1,NA,NA,NA,NA,NA,NA
"144","CHL","Chile",2020-07-15,321205,1712,7186,117,1326689,12209,0.159,6.3,NA,NA,NA,NA,NA,NA
"145","CHL","Chile",2020-07-16,323698,2493,7290,104,1343881,17192,0.153,6.5,NA,NA,NA,NA,NA,NA
"146","CHL","Chile",2020-07-17,326439,2741,8347,1057,1362580,18699,0.149,6.7,NA,NA,NA,NA,NA,NA
"147","CHL","Chile",2020-07-18,328846,2407,8445,98,1380296,17716,0.147,6.8,NA,NA,NA,NA,NA,NA
"148","CHL","Chile",2020-07-19,330930,2084,8503,58,1396024,15728,0.143,7,NA,NA,NA,NA,NA,NA
"149","CHL","Chile",2020-07-20,333029,2099,8633,130,1412367,16343,0.14,7.2,NA,NA,NA,NA,NA,NA
"150","CHL","Chile",2020-07-21,334683,1654,8677,44,1424957,12590,0.137,7.3,NA,NA,NA,NA,NA,NA
"151","CHL","Chile",2020-07-22,336402,1719,8722,45,1437750,12793,0.137,7.3,NA,NA,NA,NA,NA,NA
"152","CHL","Chile",2020-07-23,338759,2357,8838,116,1456617,18867,0.134,7.5,NA,NA,NA,NA,NA,NA
"153","CHL","Chile",2020-07-24,341304,2545,8914,76,1477688,21071,0.129,7.7,NA,NA,NA,NA,NA,NA
"154","CHL","Chile",2020-07-25,343592,2288,9020,106,1496821,19133,0.127,7.9,NA,NA,NA,NA,NA,NA
"155","CHL","Chile",2020-07-26,345790,2198,9112,92,1516530,19709,0.123,8.1,NA,NA,NA,NA,NA,NA
"156","CHL","Chile",2020-07-27,347923,2133,9187,75,1538074,21544,0.118,8.4,NA,NA,NA,NA,NA,NA
"157","CHL","Chile",2020-07-28,349800,1877,9240,53,1555670,17596,0.116,8.6,NA,NA,NA,NA,NA,NA
"158","CHL","Chile",2020-07-29,351575,1775,9278,38,1572800,17130,0.112,8.9,NA,NA,NA,NA,NA,NA
"159","CHL","Chile",2020-07-30,353536,1961,9377,99,1593095,20295,0.108,9.2,NA,NA,NA,NA,NA,NA
"160","CHL","Chile",2020-07-31,355667,2131,9457,80,1615969,22874,0.104,9.6,NA,NA,NA,NA,NA,NA
"161","CHL","Chile",2020-08-01,357658,1991,9533,76,1640367,24398,0.098,10.2,NA,NA,NA,NA,NA,NA
"162","CHL","Chile",2020-08-02,359731,2073,9608,75,1665266,24899,0.094,10.7,NA,NA,NA,NA,NA,NA
"163","CHL","Chile",2020-08-03,361493,1762,9707,99,1689535,24269,0.09,11.2,NA,NA,NA,NA,NA,NA
"164","CHL","Chile",2020-08-04,362962,1469,9745,38,1708392,18857,0.086,11.6,NA,NA,NA,NA,NA,NA
"165","CHL","Chile",2020-08-05,364723,1761,9792,47,1729790,21398,0.084,11.9,NA,NA,NA,NA,NA,NA
"166","CHL","Chile",2020-08-06,366671,1948,9889,97,1752592,22802,0.082,12.1,NA,NA,NA,NA,NA,NA
"167","CHL","Chile",2020-08-07,368825,2154,9958,69,1777835,25243,0.081,12.3,NA,NA,NA,NA,NA,NA
"168","CHL","Chile",2020-08-08,371023,2198,10011,53,1804872,27037,0.081,12.3,NA,NA,NA,NA,NA,NA
"169","CHL","Chile",2020-08-09,373056,2033,10077,66,1833332,28460,0.079,12.6,NA,NA,NA,NA,NA,NA
"170","CHL","Chile",2020-08-10,375044,1988,10139,62,1859344,26012,0.08,12.5,NA,NA,NA,NA,NA,NA
"171","CHL","Chile",2020-08-11,376616,1572,10178,39,1881593,22249,0.079,12.7,NA,NA,NA,NA,NA,NA
"172","CHL","Chile",2020-08-12,378168,1552,10205,27,1900941,19348,0.079,12.7,NA,NA,NA,NA,NA,NA
"173","CHL","Chile",2020-08-13,380034,1866,10299,94,1924569,23628,0.078,12.9,NA,NA,NA,NA,NA,NA
"174","CHL","Chile",2020-08-14,382111,2077,10340,41,1952187,27618,0.076,13.1,NA,NA,NA,NA,NA,NA
"175","CHL","Chile",2020-08-15,383902,1791,10395,55,1980686,28499,0.073,13.7,NA,NA,NA,NA,NA,NA
"176","CHL","Chile",2020-08-16,385946,2044,10452,57,2011568,30882,0.072,13.8,NA,NA,NA,NA,NA,NA
"177","CHL","Chile",2020-08-17,387502,1556,10513,61,2036857,25289,0.07,14.2,NA,NA,NA,NA,NA,NA
"178","CHL","Chile",2020-08-18,388855,1353,10546,33,2060056,23199,0.069,14.6,NA,NA,NA,NA,NA,NA
"179","CHL","Chile",2020-08-19,390037,1182,10578,32,2079331,19275,0.067,15,NA,NA,NA,NA,NA,NA
"180","CHL","Chile",2020-08-20,391849,1812,10671,93,2105609,26278,0.065,15.3,NA,NA,NA,NA,NA,NA
"181","CHL","Chile",2020-08-21,393769,1920,10723,52,2134278,28669,0.064,15.6,NA,NA,NA,NA,NA,NA
"182","CHL","Chile",2020-08-22,395708,1939,10792,69,2164005,29727,0.064,15.5,NA,NA,NA,NA,NA,NA
"183","CHL","Chile",2020-08-23,397665,1957,10852,60,2195986,31981,0.064,15.7,NA,NA,NA,NA,NA,NA
"184","CHL","Chile",2020-08-24,399568,1903,10916,64,2223440,27454,0.065,15.5,NA,NA,NA,NA,NA,NA
"185","CHL","Chile",2020-08-25,400985,1417,10958,42,2247943,24503,0.065,15.5,NA,NA,NA,NA,NA,NA
"186","CHL","Chile",2020-08-26,402365,1380,10990,32,2268200,20257,0.065,15.3,NA,NA,NA,NA,NA,NA
"187","CHL","Chile",2020-08-27,404102,1737,11072,82,2295219,27019,0.065,15.5,NA,NA,NA,NA,NA,NA
"188","CHL","Chile",2020-08-28,405972,1870,11132,60,2325493,30274,0.064,15.7,NA,NA,NA,NA,NA,NA
"189","CHL","Chile",2020-08-29,408009,2037,11181,49,2357730,32237,0.063,15.7,NA,NA,NA,NA,NA,NA
"190","CHL","Chile",2020-08-30,409974,1965,11244,63,2392499,34769,0.063,16,NA,NA,NA,NA,NA,NA
"191","CHL","Chile",2020-08-31,411726,1752,11289,45,2424413,31914,0.06,16.5,NA,NA,NA,NA,NA,NA
"192","CHL","Chile",2020-09-01,413145,1419,11321,32,2450739,26326,0.06,16.7,NA,NA,NA,NA,NA,NA
"193","CHL","Chile",2020-09-02,414739,1594,11344,23,2473485,22746,0.06,16.6,NA,NA,NA,NA,NA,NA
"194","CHL","Chile",2020-09-03,416501,1762,11422,78,2500727,27242,0.06,16.6,NA,NA,NA,NA,NA,NA
"195","CHL","Chile",2020-09-04,418469,1968,11494,72,2532695,31968,0.06,16.6,NA,NA,NA,NA,NA,NA
"196","CHL","Chile",2020-09-05,420434,1965,11551,57,2567290,34595,0.059,16.9,NA,NA,NA,NA,NA,NA
"197","CHL","Chile",2020-09-06,422510,2076,11592,41,2602579,35289,0.06,16.8,NA,NA,NA,NA,NA,NA
"198","CHL","Chile",2020-09-07,424274,1764,11652,60,2633566,30987,0.06,16.7,NA,NA,NA,NA,NA,NA
"199","CHL","Chile",2020-09-08,425541,1267,11682,30,2661546,27980,0.059,17,NA,NA,NA,NA,NA,NA
"200","CHL","Chile",2020-09-09,427027,1486,11702,20,2683351,21805,0.059,17.1,NA,NA,NA,NA,NA,NA
"201","CHL","Chile",2020-09-10,428669,1642,11781,79,2711664,28313,0.058,17.3,NA,NA,NA,NA,NA,NA
"202","CHL","Chile",2020-09-11,430535,1866,11850,69,2745746,34082,0.057,17.7,NA,NA,NA,NA,NA,NA
"203","CHL","Chile",2020-09-12,432666,2131,11895,45,2783808,38062,0.056,17.7,NA,NA,NA,NA,NA,NA
"204","CHL","Chile",2020-09-13,434748,2082,11949,54,2820106,36298,0.056,17.8,NA,NA,NA,NA,NA,NA
"205","CHL","Chile",2020-09-14,436433,1685,12013,64,2852683,32577,0.055,18,NA,NA,NA,NA,NA,NA
"206","CHL","Chile",2020-09-15,437983,1550,12040,27,2879880,27197,0.057,17.5,NA,NA,NA,NA,NA,NA
"207","CHL","Chile",2020-09-16,439287,1304,12058,18,2902982,23102,0.056,17.9,NA,NA,NA,NA,NA,NA
